id;is_misinfo;Texts
1,38742E+18;0;"#HealthAfrica: COVID19 Vaccine #HealthEquity #VaccinesWork 
<U+0001F44F><U+0001F3FE> Botswana <U+0001F1E7><U+0001F1FC>: Could Be First African Country to Vaccinate Entire Adult Population. Citizens &amp; noncitizens in the country are all eligible for the vaccine.
https://t.co/wbrM15DHl6"
1,38751E+18;0;Check on your elderly family and friends…They may need a ride to get the vaccine!!! #vaccinated
1,34301E+18;0;If you've ever had a $5 fill up from KFC dont worry about what's in the vaccine
1,35925E+18;0;Just got the 2nd dose of the vaccine...who has covid? I wanna see sum
1,34618E+18;0;Bout to go get my vaccine guys I'm nervous as hell guys!
1,3733E+18;0;I had my first vaccine shot this week and other than my arm being sore, the one side effect I did experience was a sense of euphoria.
1,3429E+18;1;"Agenda 21 is underway. It means global genocide via “vaccine”(80% depopulation plan), global communism and one religion. Virus, lockdowns &amp; “vaccine” are pre-planned weapons of this demonic agenda. Ties to spygate cover-up (AKA crossfire hurricane). Thread https://t.co/0heTaDzoIu"
1,34662E+18;0;If you voluntarily eat Cheese Wiz, don’t worry about what’s in the vaccine
1,34653E+18;0;If you are this guy you do NOT have to worry about what’s in the Vaccine... https://t.co/R4JiXaAHlH
1,34641E+18;0;Nigerian government officials will soon start traveling out to take the vaccine .. I just want to tell you people  know we are on vibes and Inshallah ...
1,34221E+18;0;if you eat the school chicken sandwiches don’t worry about what’s in the vaccine...
1,36067E+18;1;"I'll try this AGAIN - Remember that I'm NOT a sleeper. Please - DO NOT believe the constant msm pushing of the ""deadly vaccine news."" This was part of the Clade X pandemic exercise from 2 yrs ago. The EXACT SCENARIO in video 4 of the exercise!!! 1/"
1,34619E+18;0;My mom, who works in community-based mental health care, just got her appointment for a vaccine. I thought I was done crying, but apparently not!
1,38652E+18;1;Is it corona vaccine or depopulation vaccine https://t.co/LrD3DDrTUr
1,38789E+18;0;"Moderna 2nd shot (no side effects 1st shot)

1030am Jab 2
Fine for the day
3am Woke up with Fever
3am - 2pm Barely out of bed. Aches pains and broken uncomfortable sleep, some nausea little appetite.
230pm Woke up fine and off to work! #CovidVaccine #GetVaccinated"
1,35997E+18;0;"A dose of good news from Dr. Fauci,  who said that ""virtually everybody and anybody in any category could start to get #vaccinated.” by April! 
https://t.co/w51Uod3t1r"
1,34656E+18;0;I had my first Moderna vaccine on January 2nd. My only side effect was a soar arm for one day. I strongly encourage everyone to get the vaccine when it's available to you. We need to do this to get our lives back in our own control instead of Covid19 controlling us.
1,36021E+18;0;Trying to get a vaccine appointment is maddening
1,39033E+18;1;Seems This Vaccine Is Seriously Very Dangerous. Why Would Anyone Take it?https://t.co/ZWVh6UdTmD
1,34624E+18;0;I'm getting my 1st COVID vaccine on Wednesday and I'm nervous but also excited.
1,35993E+18;1;"Moderna's mRNA Gene Therapy for CV19 is still undergoing Phase III clinical TRIALS even as it has been 'authorized' for  govt. PURCHASE &amp; use among the general population. Phase 3 data will not be complete until 25 months have passed. Think about it."
1,36032E+18;0;Got my first dose of the vaccine today! When it's your turn (he preaches, in the direction of the choir), get it yourself!
1,37311E+18;1;Using the Herd Immunity Excuse for Gene Therapy Vaccine on Kids | Tea Party | Before It's News https://t.co/VR8ZElqq91
1,34541E+18;1;"Yes, offer to vaccinate the health-compromised, the elderly living in long-term care, the staff that works with them.
OFFER, not require. 
Let’s not lose sight of the fact that this emergency-authorized vaccine is an ongoing study. 
Pregnancy, fertility, long term effects TBD"
1,34425E+18;0;<U+0001F44D><U+0001F44A> Received my first COVID-19 vaccine yesterday!!!  Made me pretty tired and my arm is sore, otherwise feeling great!! Very grateful the vaccine was made available to me and my @atlasvetDC team! #covidvacccine #CovidVaccinesideeffects #GetVaccinated https://t.co/u7o9Pb4eEY
1,38785E+18;0;On day 100 of the Biden/Harris Administration I have received my 2nd shot from #Pfizer. This is what redlined feels like! @POTUS @VP @SecondGentleman @FLOTUS #vaccinated #ThanksJoe
1,38727E+18;0;If you don’t wear socks with your crocs don’t worry about what’s in the vaccine <U+0001F92E>
1,34651E+18;0;if you put unwashed dick in your mouth then you won’t have to worry about what’s in the covid vaccine <U+0001F974>
1,36109E+18;0;Nearly 53m covid-19 vaccine doses have been administered in the US, according to the CDC —
1,37235E+18;1;My mother just got the toxic vaccine today. My brother who is a big liberal finally talked her into it behind my back. I am beyond pissed but I tried to get her to hold out for the truth to come out. Well she stopped believing me after nothing happened that she could see on MSM.
1,34223E+18;0;If you use the bathroom in Wolf Points Town Pump, don’t worry about what’s in the covid vaccine.
1,38714E+18;0;I just finished getting my 1st dose of the @pfizer vaccine. So stoked that I'll finally be fully vaccinated in 3 weeks. #GetVaccinated https://t.co/CeF4pp92go
1,35951E+18;0;"Vaccine, dose 2, done.
<U+0001F4AA><U+0001F4AA><U+0001F4AA>"
1,38741E+18;0;"""So we're just supposed to trust scientists?""

Me: ""If you can engineer your entire life around an anecdotal Nazarene who possibly existed 2K years ago, you can surely muster some faith in this proven vaccine on the advice of very real experts.""
#VaccinesWork"
1,38558E+18;1;"Deadly Vaccine-Hesitancy: A Facility Outbreak in Kentucky https://t.co/wJ9gaF9NCk 
ICYMI @RandPaul @LeaderMcConnell"
1,34689E+18;0;If you ate an icicle as a kid you don’t need to worry about what’s in the Covid vaccine
1,38674E+18;1;Jimstone:  A white hat must have inserted the truth about the Covid vaccines-- to Supply or Administer a Poison VACCINE.  For those who are wide awake. https://t.co/yyp1TmKpQ7
1,3878E+18;0;And just like that first dose of Moderna is in my arm. #vaccinated https://t.co/GBxq4Bq2BE
1,34504E+18;1;I trust my God given immune system over an experimental vaccine full of toxic ingredients that doesn’t even provide immunity!
1,34353E+18;1;35,000 Soldiers Died from the Experimental Anthrax Vaccine – More Than Those Who Died in Combat in Afghanistan and Iraq Combined https://t.co/2qvDkbzXe7 via @Prepare_Change
1,3741E+18;1;"Most of Europe has banned the Astrazeneca covid vaccine! How much do people need to hear before they say NO to the covid vaccine?
There are therapeutics available to treat covid-people don't need this dangerous vaccine!
https://t.co/FmzzJGf0gk"
1,36109E+18;0;My dad got his first dose of the vaccine last week. Mom gets her first one next month. By April I might be able to breathe a little easier.
1,35932E+18;1;"Pay Close Attention:
#Covid19 killer vaccine is NOT a cure for #Coronavirus
Don't use it as such.
To sum it is just a mental exercise to give them temporary peace of mind to others coercion."
1,34684E+18;0;if you don’t stan juliet nightingale, don’t worry about what’s in the vaccine x
1,38753E+18;1;Hey @CDCgov Walensky. Why don’t you do something intelligent and follow the science.  If you want more people to have the vaccine you need to lift (and rightly so) restrictions. There is no benefit for getting a rushed vaccine if the effect on my life has no presence.
1,34584E+18;1;"Next time we throw outrage at the anti-vaxxers that stand on principle - just remember this time where you are threatened with the sack for not taking a rushed vaccine for a virus you'll probably have no idea you've ever had.

I find this staggering. https://t.co/G1fry80Ku5"
1,3468E+18;0;If you got your ears pierced at Claire’s you don’t need to worry about what’s in the vaccine
1,34668E+18;1;"WAKE UP AMERICANS : The Vaccine for the #ChineseVirus that is not a #Virus but a #Poison for #Humans is to #Exterminate them 90% before and after the #Vaccine contains #Dog #Cat #Chimpanzee #DECEPTION #DepopulationAgenda 
.@POTUS .@realDonaldTrump .@POTUS_Trump_ESP https://t.co/rk5MLEpAEv"
1,34467E+18;0;Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ https://t.co/FhBbiIc9dN
1,34663E+18;0;if you're nishida you don't have to worry about what's in the vaccine
1,34331E+18;0;Just got my first dose of COVID vaccine. Finally some light at the end of this nightmare tunnel! <U+0001F600>
1,38998E+18;0;can’t believe i personally know some idiots that won’t take the vaccine bc they think vaccines cause autism
1,37405E+18;0;I’m on the vaccine registry now!!!
1,3422E+18;0;If you used the 5 second rule when you dropped food on the ground you don’t gotta worry about what’s in the COVID vaccine
1,34632E+18;1;"mRNA Vaccines Don’t Alter DNA:

<U+0001F9EC>Brandenburg believed vaccine was not safe for people, would harm them and change their DNA

<U+0001F9EC>If you’re worried about things that can alter your DNA, I have good news about the #COVID19 vaccines, but bad news about the sun
https://t.co/e1WoZQtUHg"
1,37385E+18;0;Round 1 of Pfizer, done!!
1,37191E+18;1;"mRNA vaccines changes our DNA and are gene therapy, not a vaccine created by the use of an attenuated live virus. These FrankenVaccines are a true nightmare that affect sterility, cause cytokine storms and inhibits your body's cancer fighting response.
https://t.co/bYwpdi3FDm"
1,34339E+18;0;Getting notified I've been in close contact with a covid positive person, less than 24 hours before I get my first dose of vaccine, 9 months after first working my covid ward. Huh.
1,37363E+18;1;This Is Gene Therapy, Not A Vaccine https://t.co/nP8lu80hGy via @a12iggymom
1,38674E+18;1;"16 Days in hospital !!!

But each adverse reaction is doing work to line pockets of future gene therapy manufacturers.

Even Lab rats get paid in food.

What are you getting?

Certainly not lifelong immunity.

https://t.co/RRckiN6W2D"
1,34619E+18;0;I am going to get my Covid vaccine tomorrow Moderna so nervous but ready
1,37399E+18;0;My Mom just booked a vaccine appointment for my Dad! April 7!
1,3611E+18;0;When is the vaccine for the cheese touch
1,36027E+18;0;Second dose of the Moderna COVID vaccine. https://t.co/V9F05nTdzd
1,38788E+18;0;#Vaccinated. Does this mean I am a vaccine influencer? Please be influenced by me everybody :) #VaccinesWork https://t.co/paxtNXHCqH
1,3442E+18;0;Very grateful for receiving my first COVID vaccine yesterday from a brilliant team @uclh @Largeturnip Everyone was so positive and helpful. Thanks to all involved <U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB> as you are making all the staff feel valued and safe
1,37374E+18;0;"24 Moderna vaccine appointments available at Lubbock H-E-B
Address: 4405 114TH STREET, LUBBOCK, TX 79424-0 
16 Moderna vaccine appointments available at Burleson H-E-B plus!
Address: 165 N.W.JOHN JONES DR., BURLESON, TX 76028-5154 

Register at: https://t.co/KOiRgLNtqu"
1,34189E+18;1;"SIDNEY POWELL ALREADY APPOINTED AS SPECIAL COUNSEL! BUT....[TRUMP REJECT... https://t.co/smo3JuE6gF via @YouTube 
WOW*** In other words Biden is saying,., Less Colored people due to the DEPOPULATION with the COVID-19 Vaccine PUSH,"
1,34356E+18;1;sinopharm still in phase 1 trial but Philippines used it without BFAD approval. PH Govt injected its soldiers with still untested vaccine from China. https://t.co/HrwX42EF26
1,37412E+18;0;I got my second vaccine dose today and I'm gonna take tonight and tomorrow off so I can rest, and hope I don't get a fever like Chai did! <U+0001F634>
1,38797E+18;1;"The vaccine-created spike protein is itself a BIOWEAPON, and the mRNA ""vaccine"" turns your body into a bioweapons factory. It's all on purpose. This is why the death wave has already begun. WATCH: https://t.co/T69g0Z43S6"
1,34669E+18;1;Bill Gates was caught on video admitting that his ‘experimental’ vaccine will CHANGE one’s DNA FOREVER.… https://t.co/2aYTyMeSEM
1,34644E+18;0;A Villager who received the COVID-19 vaccine is now nervous about obtaining the second shot. We've got her story.<U+2800> <U+2800> Cli... https://t.co/bdNVhMLMn2
1,38749E+18;0;"<U+0001F9A0>COVID19 Vaccinated Stickers | Stick them on the office door, the car window, your lunchbox | Spread the word not the virus | Large: 3"" diameter, 6 stickers per sheet https://t.co/kstEqT10sM #COVID19 #stickers #Vaccinated #vaccine #pandemic #virus https://t.co/yvVwLfMhxr"
1,34335E+18;0;I’m getting my first round of the COVID vaccine in the morning and I just realized this is the first time in my life I’ve ever looked forward to getting a shot
1,38749E+18;0;FULLY VACCINATED!!! FUCK YEAH!!<U+0001F389><U+0001F637><U+0001F489><U+0001F973><U+0001F489><U+0001F637><U+0001F489><U+0001F389><U+0001F489> #BioNTech #Vaccine #Pfizer #vaccinated #VaccinatedAF https://t.co/FmKAXhC51d
1,3462E+18;0;ya girl just got the moderna vaccine <U+0001F60A>
1,39012E+18;0;Got my second @pfizer shot today. So grateful for @potus @JoeBiden and @pfizer. They are saving us. https://t.co/jANuy9QSTE
1,35918E+18;0;just got the second dose of my COVID vaccine today!!!<U+0001F64C><U+0001F3FC><U+0001F64C><U+0001F3FC><U+0001F64C><U+0001F3FC>
1,39017E+18;1;Situation Update, May 5th, 2021 - DARPA-Funded Race-Specific, Self-Replicating Vaccine Bioweapons Revealed! - Mike Adams Must Video | Opinion - Conservative | Before It's News https://t.co/tT2tFsR3BF
1,37373E+18;0;YALL I JUST GOT MY FIRST DOSE OF THE VACCINE YUH
1,37327E+18;0;"Dose 1 in the books! (Or at least in my arm) 

Have you gotten the vaccine yet? <U+0001F489> https://t.co/24Bwp91zrQ"
1,38719E+18;0;"My piece for today's @RisingKashmir Debunking #vaccination myths
#CovidVaccine #COVID19 #Kashmir #CovidIndia #CoronaVaccine #AstraZeneca #Pfizer #Moderna #Covishield #GetVaccinated

https://t.co/KlBURGcBHp"
1,34449E+18;0;I’m so happy whenever I hear people get so excited about getting the vaccine once it becomes available to everyone. <U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F>
1,3592E+18;0;"My parents just got their second vaccination doses on Long Island, &amp; the feeling is such a relief. It’s incredible the work being done.

Hoping more people can feel this same feeling for their loved ones &amp; get the vaccine themselves ASAP #ThankYouFirstResponders #StaySafe"
1,38726E+18;1;"Biden Promises To Dump a Vaccine That Was Banned in 21 European Countries in India
#DrLiMengYan
#CCPVirus #Covid19
#UnrestrictedBioweapon 
#ContemporaryGeneticWeapon
#OriginOfCOVID19 
https://t.co/unKjVl09m5"
1,37328E+18;0;2nd vaccine... <U+2705> Thankfully I had someone to hold my hand<U+2764><U+FE0F> Thank you Cabarrus Health Alliance for such a smooth and seamless process! https://t.co/OPKHvZu3ci
1,3903E+18;1;Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation – Icke https://t.co/XgnlL0jMpB via @Prepare For Change
1,34476E+18;0;Happy New Year to me! I’ve never been more excited to get a vaccine. Beginning the new year with a #ShotOfHope! Thank you, scientists, for your AMAZING work! <U+2066>@somedocs<U+2069> <U+2066>@MultiCareINW<U+2069> <U+2069>@aafp<U+2069> <U+2066>@STFM_FM<U+2069> <U+2066>@WSMA_update<U+2069> <U+2066><U+2066>@spokanehealth<U+2069> https://t.co/3kkJuWS7Ij
1,36049E+18;1;Doctors Around the World Issue Dire WARNING: DO NOT GET THE EXPERIMENTAL COVID VACCINE!! https://t.co/PKrpCgA7SS #biden
1,38624E+18;1;Like bruh read into who's plan for depopulation, how the motherfuck can they want you to  live when they think there's too many people in the world...pfizer have done majorly fucked up experiments in africa and their former ceo (if i rmb his position correctly) made a video
1,34565E+18;1;"2021 version - ""Some of you may develop complications due to unproven vaccine. But, that is a sacrifice I am willing to make."" https://t.co/WQdQpNMjhu"
1,38546E+18;1;Angelia DeSelle is vaccine injured BY Pfizer mRNA Experimental Gene Therapy (Gates' Flu vaccine) [20 https://t.co/sjTAd84Puc via @BitChute
1,38623E+18;0;If you’ve ever benefited from science you don’t have to worry about what’s in the vaccine
1,38782E+18;0;"I nominate @SonuSood as next Prime Minister of #India

Retweet if you agree.
#sonusoodfoundation #SonuSoodSuperHero 
#COVID19 #CovidIndia #CovidResources #VaccinesWork #vaccinated #vaccine"
1,36019E+18;1;Tel Aviv hospital cures 29 of 30 COVID-19 patients in days, it says - The Jerusalem Post. We need this and not an unproven potentially dangerous gene therapy “vaccine” that in prior attempts killed it animal test subjects.  https://t.co/sc7YUjZwVG
1,36061E+18;1;The only thing I need protection from is tyrannical lying plotting government and their depopulation agenda, and I look to Allah-Almighty God for that, not Pfizer.
1,34308E+18;0;if u have a <U+0001F49A><U+0001F49C> on your acc then dont worry about what’s in the vaccine
1,35913E+18;0;"My father’s good morning call today:

“I just got the second vaccine shot!!” 

Before he even said hello, as he called from the vaccination site."
1,38761E+18;0;"Anyone get insomnia their 1st night after getting 2nd Pfizer vaccine? Can’t sleep/am wired/achy and it’s a weird feeling.

Wanted good sleep for the real symptoms but also curious. Thanks. 

#PfizerGang #GetVaccinated #CovidVaccine #vaccinated"
1,38827E+18;0;"Syria receives over 200,000 Covid-19 vaccine doses | https://t.co/UdBZRF0K3R
https://t.co/qpV25rRT4b"
1,34689E+18;0;i got my first dose of the covid vaccine! barely felt it and don’t have any side effects so far <U+0001F44D><U+0001F3FB>
1,36069E+18;1;How can it be right that a child be a volunteer for an untested vaccination trial for a vaccine (gene therapy) that has knowingly has caused deaths and injuries? SICK!! https://t.co/CHFpY9Sv39
1,38719E+18;0;On Thursday, April 29th, a Covid Vaccine Mobile Unit will be stationed at the @HDSID Farmers Market from 4-8pm. The Moderna Vaccine will be administered at this walk-up site.  No appointment is necessary.  Identification required. #GetVaccinated for a #HealthierJC @JerseyCity https://t.co/JiSGD30QIc
1,39029E+18;0;A friend of mine is refusing to get the covid vaccine because she believes wholeheartedly it will cause infertility. Totally wrong btw. The interesting thing in this case is she had an ovary removed already and multiple rounds of chemo and radiation to fight cancer. Her doctors
1,3901E+18;0;"Just got my first Pfizer jab. <U+0001F60A> Had to go to a small town in the countryside but didn't mind, it's a pretty drive and it's because demand is so high in my city which is great. Such a relief after 14 months of COVID anxiety.
#Grateful for brilliant scientists! <U+0001F469><U+0001F3FC><U+200D><U+0001F52C><U+0001F489>"
1,3467E+18;0;if you have ever touched a public school gym mat you don’t need to worry about what’s in the covid vaccine
1,36067E+18;1;"Adam Lane, said he doesn't trust the U.S. government. He thinks political pressure rushed vaccines to the market and fears those given in Blacks are different and riskier than the ones offered to whites.
""I don't want to lose my soul for a quick vaccine.''
https://t.co/2JyM6k2YSo"
1,34689E+18;1;I get the vaccine is supposed to be good but.... its scary yall dont know wtf in that or what tf itll do to ur body in a year from now..... noone knows the long term affects lmao
1,37156E+18;1;"#BillGates, #AnthonyFauci, and the #NewWorldOrder would like you to shut up and comply.#sheeple
#KnowVax #Depopulation #Evil
#Pray #Believe #Repent #Revival
#JesusSaves #EndTimes #AreYouReady
https://t.co/GALlDs6tf3"
1,34435E+18;0;i'm so excited to get my first dose of the vaccine tomorrow it'll be so nice not to worry as much i'm so happy https://t.co/KmUH4QRdN6
1,37375E+18;0;Gonna be getting my vaccine shot in an hour, shame it had to be at 2AM but worth getting that slot since the pfizer one time slots runs out real quick.
1,35958E+18;1;You see vaccine, i see experimental medicine “gene therapy technology”
1,38748E+18;0;"Fully vaccinated seniors are 94 percent less likely to be hospitalized with covid-19 https://t.co/Dco4p9ldCb   

Get #face2face with those you love. Get back to what inspires you. Get #vaccinated .

#GetTheVax #f2fa"
1,34665E+18;0;if you had rehearsals in PED, you do not need to worry about what’s in the vaccine
1,34219E+18;0;If you ate in the basement of Belvin, don't worry about what's in the vaccine. #SHSU
1,35968E+18;0;So many emotions. Incredibly grateful to @aboutKP for a quick roll out for educators. Hoping for continued access to vaccine for all  #vaccinated https://t.co/1LNdqM45Sb
1,34375E+18;0;"288 days ago I started working w/ the COVID team @ #TGH &amp; @USFHealth. Today I got my vaccine to fight this virus. Pretty surreal with lots of emotions. I’m beyond grateful to have this opportunity so that I can keep working to save lives from this virus. #sciencesaveslives 1/2 https://t.co/K6G6Ej4H9B"
1,38721E+18;0;"Well, I got that #AstraZeneca shot yesterday and today the side effects kicked in…headache, chills, low fever. And it’s totally worth it!
#NotThrowingAwayMyShot #GetVaccinated #GenXZeneca #COVIDZero"
1,3738E+18;1;"You couldn’t drag me to a vaccine site. 

Rushed vaccine pushed by lying tyrants.

No thanks."
1,37412E+18;0;"I did not know this was an option. I’ll ask if I can get that for my second jab! 

#PfizerVaccine #Pfizer #NHSCovidVaccine #COVIDIOTS https://t.co/Qnz6OlROt4"
1,34621E+18;0;I just got the vaccine
1,38719E+18;0;If you bought Kylie skin don’t worry about what’s in the vaccine #Pfizer
1,39034E+18;1;We have the best vaccine. COVAXIN. Big Pharma doesnt like it that it's not them. They are trying to keep it down. You can't keep the best down. RNA/MRNA are dangerous. Hold
1,3469E+18;0;My dad got the Moderna vaccine this morning and I’m hugely relieved. I’m hoping my mom can get vaccinated soon and then I will feel even better.
1,34649E+18;0;Time to go get my second Pfizer COVID-19 vaccine at work notice my lovely accessories my lovely knee brace and my crutches are behind me https://t.co/HSQFegTedK
1,34354E+18;1;"Reason behind corona vaccine is to depopulation 

#vaccination #depopulation #Modi @PMOIndia @nshuklain @Pontifex"
1,34225E+18;0;If you’ve been to Frost Valley don’t worry about what’s in the vaccine.
1,36038E+18;0;OUTCHEAAA GETTING MY FIRST COVID VACCINE YAHURD. OUSSIDE WAITIN IN LINE LIKE A NEW PAIR OF RETROS JUST DROPPED <U+0001F4AF><U+0001F4AF><U+0001F4AF>
1,3733E+18;0;"Got the J&amp;J vaccine today.  Woot."
1,3723E+18;1;The Depopulation Agenda - Bill Gates Plan to Kill You https://t.co/kEsdNNQOq8
1,37374E+18;0;Had my vaccine today. I have a needle phobia and they were just bloody lovely and made sure I didn’t see the needle (or anybody else being vaccinated). Have a smidge of a sore arm but nothing too painful. God bless our NHS <U+0001F60D>
1,3878E+18;0;"#Vaccinated: Building Blocks
Vote for our poster! Jim Keller, Design Director at Langton Creative, created this poster. Jim says, “ My design is a direct expression of the 'building blocks' to success. Getting the vaccine = victory.""
Sign in and vote here:
https://t.co/VD4eClcSl6 https://t.co/bxGm45eqJM"
1,36033E+18;0;My arm is still hurting because of my first Covid vaccine yesterday but other than that I’m fine.
1,37327E+18;0;Vaccine FOMO is real rn y’all making me anxious with these pics. Still waiting to schedule in Franklin County....@FCPH #GetVaccinated
1,37403E+18;0;About to get vaccinated again on Saturday to finish my second dose of Pfizer https://t.co/GHFlblOVUE
1,3611E+18;0;Did anyone get a vaccine appointment in #NewYork today?  I waited in the queue 9 times,  It just says time is up after I wait an hour.  Should it be redirecting me to a different page? @NYGovCuomo Another mess! Spent my entire day waiting in queue and didn’t get an appointment.
1,35828E+18;1;"Glimmers of hope.

87 THOUSAND DOCTORS &amp; NURSES COME OUT AGAINST COVID 19 &amp; FAKE VACCINE 'GENE THERAPY' https://t.co/CS02LyUkif via @BitChute"
1,34193E+18;1;"Global reset means genocide(80% depopulation plan) and communism. China, Mexico &amp; “purple revolution” are overthrowing the U.S. The virus, lockdowns &amp; “vaccine” are pre-planned weapons of this war. Ties to spygate cover-up (AKA crossfire hurricane).Thread https://t.co/0heTaDzoIu"
1,36031E+18;0;second dose of c0vid vaccine in my body https://t.co/5Fvm2vdAuJ
1,37413E+18;0;A couple weeks ago, I received my first dose of the Pfizer-BioNTech COVID-19 vaccine. As someone with Crohn’s Disease, my physician thought it was important for me to get it. I’ll get my second dose very soon! <U+0001F489> #vaccinated https://t.co/BoLQ0J6k57
1,3855E+18;1;"<U+0001F9D8><U+200D><U+2640><U+FE0F><U+0001F9D8><U+200D><U+2640><U+FE0F><U+0001F9D8><U+200D><U+2640><U+FE0F><U+0001F9D8><U+200D><U+2640><U+FE0F>
VACCINE WEAPONS https://t.co/wWjAsYOLcS
STOP VACCINE WEAPONS NOW !
STOP DEPOPULATION !
NO ONE HAS RIGHTS TO HARM NOR MURDER !
IT'S A MOST HEINOUS CRIME TO PURPOSELY DESTROY, ESPECIALLY THE INNOCENTS AND SO HARMLESS !
STOP THE CRIMES ALREADY !
GO TO HELL , SATANISTS !"
1,39029E+18;0;We are so grateful and for the contributions all nurses make daily. (Maj. Amanda Fulman, from the78th Medical Group, conducts provider screening checks for medical staff and other first responders receiving their second dose of the COVID-19 vaccine.) #NationalNursesWeek https://t.co/vUPkX7taUy
1,35915E+18;0;Just got my second dose of the Moderna vaccine last night and this is not fun
1,34337E+18;0;Finally getting my first vaccine on 12/31.
1,34688E+18;0;"can someone explain what people mean on titkok when they're saying ""if you kin (person) then you should/shouldn't worry about what's in the vaccine"" like ik the rona vaccine but what do they mean by that <U+0001F62D><U+270B>"
1,3587E+18;1;Pili Kates didn't want any blood in his hands so he got India to distribute his killer vaccine to African countries.
1,37237E+18;1;Dr. Steven Hotze M.D., a conservative activist and medical professional out of Houston, Texas, wants Americans to know the COVID-19 shot is not technically a “vaccine” and is actually “a dangerous, experimental gene therapy.” https://t.co/8L0x1hQVFd
1,36023E+18;0;Vaccine appointment offered, accepted and booked. Woo hoo! Happy Friday indeed
1,34472E+18;0;"So excited to have received my vaccine today! Thankful for the absolute organization &amp; efficiency w/ which @CleClinicNews delivered it. Proud to be on the front lines &amp; doing everything I can to help end this pandemic #covidvaccine #COVID19vaccine #getvaccinated #tweetiatrician https://t.co/aRnzfBL95B"
1,386E+18;0;Bro if you snort coke, don’t worry about what’s in the vaccine
1,34399E+18;0;feeling unbelievably grateful to all those that have worked so hard to develop a vaccine today - 2 of my grandparents have now had their first dose, without a doubt the best Christmas present <U+0001F49A>
1,37291E+18;0;My assumption is, that more people would get vaccinated if the Hospitals gave out cool shirts like this one! #COVID19 #moderna #vaccinated https://t.co/0kuBtDsH6S
1,361E+18;1;The question is: why are the Government so determined to force an experimental vaccine on the population, for a virus with an IFR comparable to flu, when previous attempts to create such an mRNA vaccine have failed, and created ADE events and deaths in animals?
1,34222E+18;0;if you put sugar on your spaghetti don’t worry about what’s in the vaccine. you good
1,34322E+18;1;"China Created it &amp; used their own Chinese Citizens as vectors to spread their Bioweapon, COVID-19 around the World!They had 5 plus year to develop  this virus! Of course they made a vaccine in that time too! Evil xi jinPIG! #NukeChinaNow https://t.co/U8DJLS4QsP via @SBSNews"
1,34409E+18;0;I’m so sore from legs yesterday and I got the vaccine today so now my arm’s sore and I should be grateful for all this soreness but wow this is bad
1,34473E+18;1;"DON’T YOU DARE TAKE AN mRNA EXPERIMENTAL #VACCINE AND YOU ARE PREGNANT!!!<U+0001F440>
There is NO DATA that says it’s safe and effective for pregnant women or their UNBORN CHILDREN."
1,38784E+18;0;"Got my second dose today, when does the 5G kick in? /sarcasm

On a serious note - get vaccinated, y'all!  #VaccinesSaveLives #GetVaccinated #GetVaccinatedASAP #Moderna https://t.co/W7QRwGjcmc"
1,34652E+18;0;People use Coke to get oil stains out of their driveway so if you drink Coke don’t worry about what’s in the vaccine
1,38828E+18;0;my first moderna shot on the left and my second one on the right <U+0001F970> (i’m in the middle) https://t.co/8Abh7HzX5M
1,37221E+18;1;When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy https://t.co/2yvJAWL96U via @https://twitter.com/UnityNewsNet
1,34531E+18;1;What hasn't been isolated or purified,  is spread by hearsay,  is absent of any logic, reason or fact, there's an untested vaccine for, and is developed at the behest of eugenecists, and willing idiots become emotional about? CO.VID the hoax
1,34441E+18;0;I have an appointment to get my COVID vaccine on Monday! So excited!!! #ThisIsOurShot https://t.co/mY2qQfbNfn
1,37294E+18;0;2nd dose of Pfizer <U+2705> #vaccinated
1,39045E+18;0;Got my first dose of the Covid vaccine today! <U+0001F489> https://t.co/5c92mi7w41
1,35932E+18;0;Getting the vaccine this Saturday
1,36027E+18;0;my second dose of the covid vaccine got cancelled for today bc of the weather <U+0001F44E><U+0001F3FD>
1,38745E+18;0;Got my Second Pfizer Vaccine at the Mercedes Benz Stadium in Atlanta, GA.  #vaccinated https://t.co/KjCNcVsTnW
1,34666E+18;0;If you can watch any type of singing episode and not cry from embarrassment dont worry about what’s in the vaccine
1,3733E+18;0;Vaccine update: Felt fine yesterday, woke up feeling terrible today. Aching all over, sore arm, but hopefully I'll be alright tomorrow.
1,36038E+18;0;I got my first shot of covid-19 vaccine yesterday <U+2728><U+2728> feeling alright so far https://t.co/dH6xikGltP
1,37327E+18;0;I've been partially assimilated into the Pfizer Collective. Who else has gotten their vaccine (or at least part of it)?
1,38778E+18;0;"All #women above 18 years of age, irrespective of their #periods, hormonal status, should get #vaccinated
#COVID19 #Covid19India #VaccinationEducation 

https://t.co/5UhtOr8OYL"
1,38636E+18;1;"They are injecting people with the weakened flu-chinavirus concoction so the people won't get the virus?
<U+0001F621> <U+0001F621> It's not a vaccine... it is gene therapy."
1,37398E+18;0;Turns out scheduling a vaccine is the hardest part.
